evaluation_title,dataset_id,random_policy,breakdown_type,breakdown_value,model_id,model_title,num_trials_represented,num_samples,threshold,true_negatives,false_positives,false_negatives,true_positives,accuracy,balanced_accuracy,precision,recall,f1,auroc,auprc,false_positive_rate,false_negative_rate,brier_score
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> blur -> resize,sid_a_clean,SID A — EfficientNet clean training,5,222,0.5,108,0,48,66,0.7837837837837838,0.7894736842105263,1.0,0.5789473684210527,0.7333333333333333,0.9969135802469136,0.9972475413489267,0.0,0.42105263157894735,0.18111653152242552
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> colour -> blur,sid_a_clean,SID A — EfficientNet clean training,5,217,0.5,95,0,61,61,0.7188940092165899,0.75,1.0,0.5,0.6666666666666666,0.9896462467644521,0.9919261991556168,0.0,0.5,0.25327341835007866
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> colour -> crop,sid_a_clean,SID A — EfficientNet clean training,5,218,0.5,123,0,55,40,0.7477064220183486,0.7105263157894737,1.0,0.42105263157894735,0.5925925925925926,0.9858793324775352,0.9831465507174791,0.0,0.5789473684210527,0.22510291639141766
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> colour -> jpeg,sid_a_clean,SID A — EfficientNet clean training,5,206,0.5,116,0,43,47,0.7912621359223301,0.7611111111111111,1.0,0.5222222222222223,0.6861313868613139,0.993007662835249,0.9926461791130308,0.0,0.4777777777777778,0.18345229777992486
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> colour -> resize,sid_a_clean,SID A — EfficientNet clean training,5,226,0.5,124,0,54,48,0.7610619469026548,0.7352941176470589,1.0,0.47058823529411764,0.64,0.9909867172675522,0.9898512846144066,0.0,0.5294117647058824,0.19397830976707087
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> crop -> blur,sid_a_clean,SID A — EfficientNet clean training,5,222,0.5,95,0,86,41,0.6126126126126126,0.6614173228346456,1.0,0.3228346456692913,0.4880952380952381,0.9809365934521342,0.986664138975708,0.0,0.6771653543307087,0.32502255210906744
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> crop -> colour,sid_a_clean,SID A — EfficientNet clean training,5,206,0.5,99,0,70,37,0.6601941747572816,0.6728971962616822,1.0,0.34579439252336447,0.5138888888888888,0.9825356367412441,0.9848718260623429,0.0,0.6542056074766355,0.306572267208101
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> crop -> jpeg,sid_a_clean,SID A — EfficientNet clean training,5,242,0.5,122,0,91,29,0.6239669421487604,0.6208333333333333,1.0,0.24166666666666667,0.38926174496644295,0.9910519125683059,0.990678718266612,0.0,0.7583333333333333,0.3353133246380459
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> crop -> resize,sid_a_clean,SID A — EfficientNet clean training,5,200,0.5,103,0,70,27,0.65,0.6391752577319587,1.0,0.27835051546391754,0.43548387096774194,0.988389550595536,0.9882799741638477,0.0,0.7216494845360825,0.3005834380207668
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> jpeg -> blur,sid_a_clean,SID A — EfficientNet clean training,5,213,0.5,108,0,62,43,0.7089201877934272,0.7047619047619047,1.0,0.4095238095238095,0.581081081081081,0.9966490299823634,0.9966367655259547,0.0,0.5904761904761905,0.2511842604271015
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> jpeg -> colour,sid_a_clean,SID A — EfficientNet clean training,5,214,0.5,109,0,57,48,0.7336448598130841,0.7285714285714285,1.0,0.45714285714285713,0.6274509803921569,0.9944954128440366,0.9945876740785266,0.0,0.5428571428571428,0.2235351127269596
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> jpeg -> crop,sid_a_clean,SID A — EfficientNet clean training,5,213,0.5,111,0,74,28,0.6525821596244131,0.6372549019607843,1.0,0.27450980392156865,0.4307692307692308,0.9888712241653418,0.9885798454965149,0.0,0.7254901960784313,0.3151735352962254
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> jpeg -> resize,sid_a_clean,SID A — EfficientNet clean training,5,203,0.5,108,0,60,35,0.7044334975369458,0.6842105263157895,1.0,0.3684210526315789,0.5384615384615384,0.9964912280701754,0.9960345860480702,0.0,0.631578947368421,0.24457480117694583
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> resize -> blur,sid_a_clean,SID A — EfficientNet clean training,5,181,0.5,102,0,43,36,0.7624309392265194,0.7278481012658228,1.0,0.45569620253164556,0.6260869565217392,0.990071978158352,0.9896577414291494,0.0,0.5443037974683544,0.20007702317584922
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> resize -> colour,sid_a_clean,SID A — EfficientNet clean training,5,205,0.5,112,0,41,52,0.8,0.7795698924731183,1.0,0.5591397849462365,0.7172413793103448,0.9909754224270354,0.9902928089416256,0.0,0.44086021505376344,0.17574310948854274
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> resize -> crop,sid_a_clean,SID A — EfficientNet clean training,5,209,0.5,96,0,86,27,0.5885167464114832,0.6194690265486725,1.0,0.23893805309734514,0.38571428571428573,0.9770464601769911,0.9816875580597583,0.0,0.7610619469026548,0.3702986446633836
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,noise -> resize -> jpeg,sid_a_clean,SID A — EfficientNet clean training,5,210,0.5,106,0,63,41,0.7,0.6971153846153846,1.0,0.3942307692307692,0.5655172413793104,0.9853955007256895,0.9848639872304048,0.0,0.6057692307692307,0.2540314111627921
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,resize -> blur -> colour,sid_a_clean,SID A — EfficientNet clean training,5,201,0.5,106,0,0,95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0014372563840228862
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,resize -> blur -> crop,sid_a_clean,SID A — EfficientNet clean training,5,223,0.5,115,0,1,107,0.9955156950672646,0.9953703703703703,1.0,0.9907407407407407,0.9953488372093023,1.0,1.0000000000000002,0.0,0.009259259259259259,0.006245869905506148
Random standard-3 robustness evaluation — SID A — EfficientNet clean training vs SID B — EfficientNet robustness training,SID_SET,random_standard_3,ordered_chain_pattern,resize -> blur -> jpeg,sid_a_clean,SID A — EfficientNet clean training,5,199,0.5,93,0,13,93,0.9346733668341709,0.9386792452830188,1.0,0.8773584905660378,0.9346733668341709,0.9983769527287483,0.9986594065108194,0.0,0.12264150943396226,0.042599817722261436
